date,storage,inflow,outflow,evaporation,elevation
1968-03-31,NA,NA,NA,NA,2119.579
1968-04-01,NA,NA,NA,NA,NA
1968-04-02,NA,NA,NA,NA,NA
1968-04-03,NA,NA,NA,NA,NA
1968-04-04,NA,NA,NA,NA,NA
1968-04-05,NA,NA,NA,NA,NA
1968-04-06,NA,NA,NA,NA,NA
1968-04-07,NA,NA,NA,NA,NA
1968-04-08,NA,NA,NA,NA,NA
1968-04-09,NA,NA,NA,NA,NA
1968-04-10,NA,NA,NA,NA,NA
1968-04-11,NA,NA,NA,NA,NA
1968-04-12,NA,NA,NA,NA,NA
1968-04-13,NA,NA,NA,NA,NA
1968-04-14,NA,NA,NA,NA,NA
1968-04-15,NA,NA,NA,NA,NA
1968-04-16,NA,NA,NA,NA,NA
1968-04-17,NA,NA,NA,NA,NA
1968-04-18,NA,NA,NA,NA,NA
1968-04-19,NA,NA,NA,NA,NA
1968-04-20,NA,NA,NA,NA,NA
1968-04-21,NA,NA,NA,NA,NA
1968-04-22,NA,NA,NA,NA,NA
1968-04-23,NA,NA,NA,NA,NA
1968-04-24,NA,NA,NA,NA,NA
1968-04-25,NA,NA,NA,NA,NA
1968-04-26,NA,NA,NA,NA,NA
1968-04-27,NA,NA,NA,NA,NA
1968-04-28,NA,NA,NA,NA,NA
1968-04-29,NA,NA,NA,NA,NA
1968-04-30,NA,NA,NA,NA,2123.968
1968-05-01,NA,NA,NA,NA,NA
1968-05-02,NA,NA,NA,NA,NA
1968-05-03,NA,NA,NA,NA,NA
1968-05-04,NA,NA,NA,NA,NA
1968-05-05,NA,NA,NA,NA,NA
1968-05-06,NA,NA,NA,NA,NA
1968-05-07,NA,NA,NA,NA,NA
1968-05-08,NA,NA,NA,NA,NA
1968-05-09,NA,NA,NA,NA,NA
1968-05-10,NA,NA,NA,NA,NA
1968-05-11,NA,NA,NA,NA,NA
1968-05-12,NA,NA,NA,NA,NA
1968-05-13,NA,NA,NA,NA,NA
1968-05-14,NA,NA,NA,NA,NA
1968-05-15,NA,NA,NA,NA,NA
1968-05-16,NA,NA,NA,NA,NA
1968-05-17,NA,NA,NA,NA,NA
1968-05-18,NA,NA,NA,NA,NA
